time_stamp,loc_id,num_of_people
2017-11-15 01,25,353
2017-11-15 01,26,56
2017-11-15 01,27,42
2017-11-15 01,28,56
2017-11-15 01,29,32
2017-11-15 01,30,601
2017-11-15 01,31,156
2017-11-15 01,32,7
2017-11-15 01,33,32
2017-11-15 02,1,565
2017-11-15 02,2,664
2017-11-15 02,3,42
2017-11-15 02,4,102
2017-11-15 02,5,201
2017-11-15 02,6,258
2017-11-15 02,7,85
2017-11-15 02,8,16
2017-11-15 02,9,506
2017-11-15 02,10,11
2017-11-15 02,11,270
2017-11-15 02,12,9
2017-11-15 02,13,33
2017-11-15 02,14,35
2017-11-15 02,15,26
2017-11-15 02,16,11
2017-11-15 02,17,47
2017-11-15 02,18,372
2017-11-15 02,19,190
2017-11-15 02,20,11
2017-11-15 02,21,463
2017-11-15 02,22,3
2017-11-15 02,23,367
2017-11-15 02,24,5
2017-11-15 02,25,289
2017-11-15 02,26,12
2017-11-15 02,27,41
2017-11-15 02,28,61
2017-11-15 02,29,5
2017-11-15 02,30,553
2017-11-15 02,31,112
2017-11-15 02,32,3
2017-11-15 02,33,35
2017-11-15 03,1,609
2017-11-15 03,2,644
2017-11-15 03,3,37
2017-11-15 03,4,82
2017-11-15 03,5,351
2017-11-15 03,6,290
2017-11-15 03,7,81
2017-11-15 03,8,32
2017-11-15 03,9,419
2017-11-15 03,10,9
2017-11-15 03,11,255
2017-11-15 03,12,64
2017-11-15 03,13,32
2017-11-15 03,14,39
2017-11-15 03,15,21
2017-11-15 03,16,9
2017-11-15 03,17,46
2017-11-15 03,18,461
2017-11-15 03,19,371
2017-11-15 03,20,9
2017-11-15 03,21,263
2017-11-15 03,22,5
2017-11-15 03,23,369
2017-11-15 03,24,4
2017-11-15 03,25,204
2017-11-15 03,26,4
2017-11-15 03,27,50
2017-11-15 03,28,85
2017-11-15 03,29,6
2017-11-15 03,30,713
2017-11-15 03,31,95
2017-11-15 03,32,6
2017-11-15 03,33,36
2017-11-15 04,1,417
2017-11-15 04,2,802
2017-11-15 04,3,30
2017-11-15 04,4,77
2017-11-15 04,5,223
2017-11-15 04,6,198
2017-11-15 04,7,81
2017-11-15 04,8,31
2017-11-15 04,9,160
2017-11-15 04,10,17
2017-11-15 04,11,233
2017-11-15 04,12,24
2017-11-15 04,13,37
2017-11-15 04,14,36
2017-11-15 04,15,20
2017-11-15 04,16,9
2017-11-15 04,17,49
2017-11-15 04,18,386
2017-11-15 04,19,348
2017-11-15 04,20,8
2017-11-15 04,21,274
2017-11-15 04,22,3
2017-11-15 04,23,315
2017-11-15 04,24,4
2017-11-15 04,25,301
2017-11-15 04,26,10
2017-11-15 04,27,42
2017-11-15 04,28,105
2017-11-15 04,29,17
2017-11-15 04,30,473
2017-11-15 04,31,90
2017-11-15 04,32,7
2017-11-15 04,33,35
2017-11-15 05,1,308
2017-11-15 05,2,863
2017-11-15 05,3,37
2017-11-15 05,4,78
2017-11-15 05,5,169
2017-11-15 05,6,238
2017-11-15 05,7,85
2017-11-15 05,8,73
2017-11-15 05,9,106
2017-11-15 05,10,58
2017-11-15 05,11,241
2017-11-15 05,12,69
2017-11-15 05,13,20
2017-11-15 05,14,16
2017-11-15 05,15,33
2017-11-15 05,16,13
2017-11-15 05,17,149
2017-11-15 05,18,351
2017-11-15 05,19,332
2017-11-15 05,20,13
2017-11-15 05,21,161
2017-11-15 05,22,6
2017-11-15 05,23,319
2017-11-15 05,24,12
2017-11-15 05,25,247
2017-11-15 05,26,16
2017-11-15 05,27,49
2017-11-15 05,28,135
2017-11-15 05,29,72
2017-11-15 05,30,395
2017-11-15 05,31,88
2017-11-15 05,32,8
2017-11-15 05,33,38
2017-11-15 06,1,298
2017-11-15 06,2,592
2017-11-15 06,3,116
2017-11-15 06,4,106
2017-11-15 06,5,138
2017-11-15 06,6,252
2017-11-15 06,7,121
2017-11-15 06,8,464
2017-11-15 06,9,139
2017-11-15 06,10,198
2017-11-15 06,11,275
2017-11-15 06,12,471
2017-11-15 06,13,40
2017-11-15 06,14,27
2017-11-15 06,15,109
2017-11-15 06,16,27
2017-11-15 06,17,223
2017-11-15 06,18,314
2017-11-15 06,19,255
2017-11-15 06,20,32
2017-11-15 06,21,183
2017-11-15 06,22,11
2017-11-15 06,23,355
2017-11-15 06,24,34
2017-11-15 06,25,253
2017-11-15 06,26,85
2017-11-15 06,27,51
2017-11-15 06,28,216
2017-11-15 06,29,218
2017-11-15 06,30,406
2017-11-15 06,31,137
2017-11-15 06,32,38
2017-11-15 06,33,47
2017-11-15 07,1,565
2017-11-15 07,2,720
2017-11-15 07,3,935
2017-11-15 07,4,262
2017-11-15 07,5,543
2017-11-15 07,6,659
2017-11-15 07,7,267
2017-11-15 07,8,2520
2017-11-15 07,9,250
2017-11-15 07,10,1125
2017-11-15 07,11,611
2017-11-15 07,12,2681
2017-11-15 07,13,286
2017-11-15 07,14,263
2017-11-15 07,15,428
2017-11-15 07,16,299
2017-11-15 07,17,878
2017-11-15 07,18,390
2017-11-15 07,19,802
2017-11-15 07,20,179
2017-11-15 07,21,385
2017-11-15 07,22,267
2017-11-15 07,23,582
2017-11-15 07,24,506
2017-11-15 07,25,439
2017-11-15 07,26,351
2017-11-15 07,27,329
2017-11-15 07,28,640
2017-11-15 07,29,1297
2017-11-15 07,30,699
2017-11-15 07,31,902
2017-11-15 07,32,364
2017-11-15 07,33,313
2017-11-15 08,1,705
2017-11-15 08,2,478
2017-11-15 08,3,1173
2017-11-15 08,4,509
2017-11-15 08,5,564
2017-11-15 08,6,802
2017-11-15 08,7,247
2017-11-15 08,8,3549
2017-11-15 08,9,182
2017-11-15 08,10,2105
2017-11-15 08,11,451
2017-11-15 08,12,3633
2017-11-15 08,13,536
2017-11-15 08,14,521
2017-11-15 08,15,431
2017-11-15 08,16,474
2017-11-15 08,17,1135
2017-11-15 08,18,534
2017-11-15 08,19,467
2017-11-15 08,20,1144
2017-11-15 08,21,732
2017-11-15 08,22,269
2017-11-15 08,23,249
2017-11-15 08,24,822
2017-11-15 08,25,916
2017-11-15 08,26,607
2017-11-15 08,27,380
2017-11-15 08,28,848
2017-11-15 08,29,2419
2017-11-15 08,30,1173
2017-11-15 08,31,1252
2017-11-15 08,32,462
2017-11-15 08,33,304
2017-11-15 09,1,400
2017-11-15 09,2,475
2017-11-15 09,3,1253
2017-11-15 09,4,572
2017-11-15 09,5,229
2017-11-15 09,6,714
2017-11-15 09,7,202
2017-11-15 09,8,3461
2017-11-15 09,9,163
2017-11-15 09,10,1154
2017-11-15 09,11,644
2017-11-15 09,12,3405
2017-11-15 09,13,449
2017-11-15 09,14,794
2017-11-15 09,15,915
2017-11-15 09,16,687
2017-11-15 09,17,912
2017-11-15 09,18,583
2017-11-15 09,19,455
2017-11-15 09,20,1518
2017-11-15 09,21,615
2017-11-15 09,22,509
2017-11-15 09,23,389
2017-11-15 09,24,1379
2017-11-15 09,25,559
2017-11-15 09,26,492
2017-11-15 09,27,913
2017-11-15 09,28,791
2017-11-15 09,29,1389
2017-11-15 09,30,965
2017-11-15 09,31,1251
2017-11-15 09,32,449
2017-11-15 09,33,668
2017-11-15 10,1,464
2017-11-15 10,2,386
2017-11-15 10,3,821
2017-11-15 10,4,318
2017-11-15 10,5,361
2017-11-15 10,6,477
2017-11-15 10,7,158
2017-11-15 10,8,2588
2017-11-15 10,9,116
2017-11-15 10,10,1008
2017-11-15 10,11,462
2017-11-15 10,12,2278
2017-11-15 10,13,277
2017-11-15 10,14,615
2017-11-15 10,15,736
2017-11-15 10,16,722
2017-11-15 10,17,551
2017-11-15 10,18,381
2017-11-15 10,19,323
2017-11-15 10,20,1209
2017-11-15 10,21,317
2017-11-15 10,22,364
2017-11-15 10,23,311
2017-11-15 10,24,1384
2017-11-15 10,25,364
2017-11-15 10,26,392
2017-11-15 10,27,821
2017-11-15 10,28,511
2017-11-15 10,29,1150
2017-11-15 10,30,563
2017-11-15 10,31,883
2017-11-15 10,32,271
2017-11-15 10,33,616
2017-11-15 11,1,749
2017-11-15 11,2,681
2017-11-15 11,3,1676
2017-11-15 11,4,782
2017-11-15 11,5,692
2017-11-15 11,6,1050
2017-11-15 11,7,297
2017-11-15 11,8,6401
2017-11-15 11,9,224
2017-11-15 11,10,4464
2017-11-15 11,11,759
2017-11-15 11,12,6447
2017-11-15 11,13,375
2017-11-15 11,14,630
2017-11-15 11,15,608
2017-11-15 11,16,896
2017-11-15 11,17,1091
2017-11-15 11,18,522
2017-11-15 11,19,652
2017-11-15 11,20,1878
2017-11-15 11,21,703
2017-11-15 11,22,488
2017-11-15 11,23,486
2017-11-15 11,24,1386
2017-11-15 11,25,1020
2017-11-15 11,26,620
2017-11-15 11,27,896
2017-11-15 11,28,963
2017-11-15 11,29,4640
2017-11-15 11,30,916
2017-11-15 11,31,1497
2017-11-15 11,32,600
2017-11-15 11,33,715
2017-11-15 12,1,901
2017-11-15 12,2,1140
2017-11-15 12,3,2354
2017-11-15 12,4,1164
2017-11-15 12,5,749
2017-11-15 12,6,1497
2017-11-15 12,7,527
2017-11-15 12,8,8952
2017-11-15 12,9,455
2017-11-15 12,10,7493
2017-11-15 12,11,1197
2017-11-15 12,12,9214
2017-11-15 12,13,784
2017-11-15 12,14,629
2017-11-15 12,15,785
2017-11-15 12,16,1028
2017-11-15 12,17,1622
2017-11-15 12,18,601
2017-11-15 12,19,1118
2017-11-15 12,20,1447
2017-11-15 12,21,1048
2017-11-15 12,22,599
2017-11-15 12,23,621
2017-11-15 12,24,1406
2017-11-15 12,25,1914
2017-11-15 12,26,1128
2017-11-15 12,27,641
2017-11-15 12,28,1400
2017-11-15 12,29,6597
2017-11-15 12,30,1232
2017-11-15 12,31,2327
2017-11-15 12,32,1045
2017-11-15 12,33,611
2017-11-15 13,1,508
2017-11-15 13,2,647
2017-11-15 13,3,1642
2017-11-15 13,4,620
2017-11-15 13,5,395
2017-11-15 13,6,768
2017-11-15 13,7,370
2017-11-15 13,8,3813
2017-11-15 13,9,356
2017-11-15 13,10,1610
2017-11-15 13,11,719
2017-11-15 13,12,3890
2017-11-15 13,13,490
2017-11-15 13,14,643
2017-11-15 13,15,822
2017-11-15 13,16,975
2017-11-15 13,17,1026
2017-11-15 13,18,473
2017-11-15 13,19,620
2017-11-15 13,20,1609
2017-11-15 13,21,629
2017-11-15 13,22,348
2017-11-15 13,23,466
2017-11-15 13,24,1092
2017-11-15 13,25,886
2017-11-15 13,26,606
2017-11-15 13,27,1004
2017-11-15 13,28,892
2017-11-15 13,29,1450
2017-11-15 13,30,910
2017-11-15 13,31,1452
2017-11-15 13,32,597
2017-11-15 13,33,723
2017-11-15 14,1,426
2017-11-15 14,2,427
2017-11-15 14,3,1182
2017-11-15 14,4,657
2017-11-15 14,5,383
2017-11-15 14,6,774
2017-11-15 14,7,229
2017-11-15 14,8,2480
2017-11-15 14,9,191
2017-11-15 14,10,676
2017-11-15 14,11,397
2017-11-15 14,12,2646
2017-11-15 14,13,419
2017-11-15 14,14,656
2017-11-15 14,15,637
2017-11-15 14,16,881
2017-11-15 14,17,924
2017-11-15 14,18,482
2017-11-15 14,19,395
2017-11-15 14,20,2312
2017-11-15 14,21,914
2017-11-15 14,22,231
2017-11-15 14,23,274
2017-11-15 14,24,1088
2017-11-15 14,25,1006
2017-11-15 14,26,482
2017-11-15 14,27,902
2017-11-15 14,28,810
2017-11-15 14,29,699
2017-11-15 14,30,688
2017-11-15 14,31,1011
2017-11-15 14,32,460
2017-11-15 14,33,649
2017-11-15 15,1,429
2017-11-15 15,2,486
2017-11-15 15,3,1032
2017-11-15 15,4,450
2017-11-15 15,5,507
2017-11-15 15,6,846
2017-11-15 15,7,238
2017-11-15 15,8,2408
2017-11-15 15,9,251
2017-11-15 15,10,577
2017-11-15 15,11,424
2017-11-15 15,12,2408
2017-11-15 15,13,194
2017-11-15 15,14,599
2017-11-15 15,15,577
2017-11-15 15,16,908
2017-11-15 15,17,817
2017-11-15 15,18,286
2017-11-15 15,19,458
2017-11-15 15,20,1689
2017-11-15 15,21,619
2017-11-15 15,22,145
2017-11-15 15,23,311
2017-11-15 15,24,1010
2017-11-15 15,25,754
2017-11-15 15,26,333
2017-11-15 15,27,1004
2017-11-15 15,28,714
2017-11-15 15,29,763
2017-11-15 15,30,562
2017-11-15 15,31,919
2017-11-15 15,32,354
2017-11-15 15,33,767
2017-11-15 16,1,551
2017-11-15 16,2,513
2017-11-15 16,3,1136
2017-11-15 16,4,448
2017-11-15 16,5,507
2017-11-15 16,6,688
2017-11-15 16,7,251
2017-11-15 16,8,2478
2017-11-15 16,9,218
2017-11-15 16,10,1146
2017-11-15 16,11,604
2017-11-15 16,12,2535
2017-11-15 16,13,238
2017-11-15 16,14,563
2017-11-15 16,15,541
2017-11-15 16,16,579
2017-11-15 16,17,956
2017-11-15 16,18,337
2017-11-15 16,19,459
2017-11-15 16,20,1470
2017-11-15 16,21,560
2017-11-15 16,22,190
2017-11-15 16,23,507
2017-11-15 16,24,754
2017-11-15 16,25,736
2017-11-15 16,26,402
2017-11-15 16,27,737
2017-11-15 16,28,809
2017-11-15 16,29,1049
2017-11-15 16,30,471
2017-11-15 16,31,1163
2017-11-15 16,32,423
2017-11-15 16,33,478
2017-11-15 17,1,771
2017-11-15 17,2,784
2017-11-15 17,3,1971
2017-11-15 17,4,882
2017-11-15 17,5,683
2017-11-15 17,6,1117
2017-11-15 17,7,413
2017-11-15 17,8,6278
2017-11-15 17,9,279
2017-11-15 17,10,4003
2017-11-15 17,11,927
2017-11-15 17,12,5899
2017-11-15 17,13,513
2017-11-15 17,14,613
2017-11-15 17,15,482
2017-11-15 17,16,693
2017-11-15 17,17,1351
2017-11-15 17,18,699
2017-11-15 17,19,814
2017-11-15 17,20,1947
2017-11-15 17,21,1166
2017-11-15 17,22,417
2017-11-15 17,23,575
2017-11-15 17,24,1345
2017-11-15 17,25,1604
2017-11-15 17,26,850
2017-11-15 17,27,861
2017-11-15 17,28,1052
2017-11-15 17,29,4010
2017-11-15 17,30,1194
2017-11-15 17,31,1638
2017-11-15 17,32,732
2017-11-15 17,33,686
2017-11-15 18,1,629
2017-11-15 18,2,882
2017-11-15 18,3,1999
2017-11-15 18,4,983
2017-11-15 18,5,488
2017-11-15 18,6,1476
2017-11-15 18,7,473
2017-11-15 18,8,6864
2017-11-15 18,9,390
2017-11-15 18,10,2791
2017-11-15 18,11,797
2017-11-15 18,12,6650
2017-11-15 18,13,586
2017-11-15 18,14,444
2017-11-15 18,15,332
2017-11-15 18,16,439
2017-11-15 18,17,1450
2017-11-15 18,18,554
2017-11-15 18,19,813
2017-11-15 18,20,1749
2017-11-15 18,21,1244
2017-11-15 18,22,270
2017-11-15 18,23,443
2017-11-15 18,24,1029
2017-11-15 18,25,1645
2017-11-15 18,26,723
2017-11-15 18,27,645
2017-11-15 18,28,1221
2017-11-15 18,29,2833
2017-11-15 18,30,994
2017-11-15 18,31,1908
2017-11-15 18,32,851
2017-11-15 18,33,545
2017-11-15 19,1,475
2017-11-15 19,2,680
2017-11-15 19,3,1327
2017-11-15 19,4,627
2017-11-15 19,5,427
2017-11-15 19,6,924
2017-11-15 19,7,300
2017-11-15 19,8,3656
2017-11-15 19,9,233
2017-11-15 19,10,1444
2017-11-15 19,11,633
2017-11-15 19,12,3780
2017-11-15 19,13,256
2017-11-15 19,14,366
2017-11-15 19,15,421
2017-11-15 19,16,281
2017-11-15 19,17,934
2017-11-15 19,18,475
2017-11-15 19,19,627
2017-11-15 19,20,1056
2017-11-15 19,21,770
2017-11-15 19,22,260
2017-11-15 19,23,410
2017-11-15 19,24,718
2017-11-15 19,25,997
2017-11-15 19,26,403
2017-11-15 19,27,423
2017-11-15 19,28,882
2017-11-15 19,29,1431
2017-11-15 19,30,787
2017-11-15 19,31,1208
2017-11-15 19,32,604
2017-11-15 19,33,346
2017-11-15 20,1,567
2017-11-15 20,2,619
2017-11-15 20,3,1020
2017-11-15 20,4,472
2017-11-15 20,5,567
2017-11-15 20,6,900
2017-11-15 20,7,262
2017-11-15 20,8,3036
2017-11-15 20,9,220
2017-11-15 20,10,976
2017-11-15 20,11,459
2017-11-15 20,12,3106
2017-11-15 20,13,286
2017-11-15 20,14,305
2017-11-15 20,15,422
2017-11-15 20,16,394
2017-11-15 20,17,793
2017-11-15 20,18,405
2017-11-15 20,19,550
2017-11-15 20,20,642
2017-11-15 20,21,641
2017-11-15 20,22,277
2017-11-15 20,23,294
2017-11-15 20,24,663
2017-11-15 20,25,858
2017-11-15 20,26,443
2017-11-15 20,27,385
2017-11-15 20,28,657
2017-11-15 20,29,1379
2017-11-15 20,30,591
2017-11-15 20,31,1071
2017-11-15 20,32,369
2017-11-15 20,33,327
2017-11-15 21,1,695
2017-11-15 21,2,617
2017-11-15 21,3,1141
2017-11-15 21,4,499
2017-11-15 21,5,578
2017-11-15 21,6,771
2017-11-15 21,7,322
2017-11-15 21,8,3122
2017-11-15 21,9,267
2017-11-15 21,10,648
2017-11-15 21,11,475
2017-11-15 21,12,2689
2017-11-15 21,13,485
2017-11-15 21,14,319
2017-11-15 21,15,412
2017-11-15 21,16,350
2017-11-15 21,17,1053
2017-11-15 21,18,427
2017-11-15 21,19,586
2017-11-15 21,20,782
2017-11-15 21,21,755
2017-11-15 21,22,271
2017-11-15 21,23,309
2017-11-15 21,24,672
2017-11-15 21,25,1027
2017-11-15 21,26,544
2017-11-15 21,27,328
2017-11-15 21,28,934
2017-11-15 21,29,986
2017-11-15 21,30,819
2017-11-15 21,31,964
2017-11-15 21,32,471
2017-11-15 21,33,290
2017-11-15 22,1,747
2017-11-15 22,2,807
2017-11-15 22,3,1408
2017-11-15 22,4,731
2017-11-15 22,5,906
2017-11-15 22,6,1197
2017-11-15 22,7,184
2017-11-15 22,8,2463
2017-11-15 22,9,141
2017-11-15 22,10,395
2017-11-15 22,11,709
2017-11-15 22,12,1802
2017-11-15 22,13,510
2017-11-15 22,14,282
2017-11-15 22,15,402
2017-11-15 22,16,247
2017-11-15 22,17,1262
2017-11-15 22,18,680
2017-11-15 22,19,809
2017-11-15 22,20,896
2017-11-15 22,21,871
2017-11-15 22,22,199
2017-11-15 22,23,425
2017-11-15 22,24,556
2017-11-15 22,25,1038
2017-11-15 22,26,500
2017-11-15 22,27,346
2017-11-15 22,28,1096
2017-11-15 22,29,569
2017-11-15 22,30,899
2017-11-15 22,31,1400
2017-11-15 22,32,502
2017-11-15 22,33,325
2017-11-15 23,1,699
2017-11-15 23,2,644
2017-11-15 23,3,404
2017-11-15 23,4,607
2017-11-15 23,5,638
2017-11-15 23,6,527
2017-11-15 23,7,186
2017-11-15 23,8,821
2017-11-15 23,9,444
2017-11-15 23,10,192
2017-11-15 23,11,491
2017-11-15 23,12,679
2017-11-15 23,13,311
2017-11-15 23,14,61
2017-11-15 23,15,99
2017-11-15 23,16,107
2017-11-15 23,17,714
2017-11-15 23,18,782
2017-11-15 23,19,463
2017-11-15 23,20,268
2017-11-15 23,21,596
2017-11-15 23,22,17
2017-11-15 23,23,668
2017-11-15 23,24,121
2017-11-15 23,25,396
2017-11-15 23,26,334
2017-11-15 23,27,53
2017-11-15 23,28,494
2017-11-15 23,29,303
2017-11-15 23,30,852
2017-11-15 23,31,423
2017-11-15 23,32,179
2017-11-15 23,33,43
2017-11-16 00,1,648
2017-11-16 00,2,587
2017-11-16 00,3,104
2017-11-16 00,4,273
2017-11-16 00,5,292
2017-11-16 00,6,352
2017-11-16 00,7,221
2017-11-16 00,8,206
2017-11-16 00,9,594
2017-11-16 00,10,77
2017-11-16 00,11,385
2017-11-16 00,12,260
2017-11-16 00,13,97
2017-11-16 00,14,23
2017-11-16 00,15,24
2017-11-16 00,16,15
2017-11-16 00,17,490
2017-11-16 00,18,1096
2017-11-16 00,19,251
2017-11-16 00,20,66
2017-11-16 00,21,749
2017-11-16 00,22,8
2017-11-16 00,23,369
2017-11-16 00,24,7
2017-11-16 00,25,765
2017-11-16 00,26,47
2017-11-16 00,27,18
2017-11-16 00,28,266
2017-11-16 00,29,86
2017-11-16 00,30,897
2017-11-16 00,31,195
2017-11-16 00,32,11
2017-11-16 00,33,12
2017-11-16 01,1,484
2017-11-16 01,2,501
2017-11-16 01,3,82
2017-11-16 01,4,163
2017-11-16 01,5,271
2017-11-16 01,6,256
2017-11-16 01,7,105
2017-11-16 01,8,199
2017-11-16 01,9,303
2017-11-16 01,10,9
2017-11-16 01,11,227
2017-11-16 01,12,261
2017-11-16 01,13,40
2017-11-16 01,14,14
2017-11-16 01,15,20
2017-11-16 01,16,9
2017-11-16 01,17,360
2017-11-16 01,18,772
2017-11-16 01,19,149
2017-11-16 01,20,28
2017-11-16 01,21,436
2017-11-16 01,22,7
2017-11-16 01,23,300
2017-11-16 01,24,8
2017-11-16 01,25,354
2017-11-16 01,26,30
2017-11-16 01,27,25
2017-11-16 01,28,126
2017-11-16 01,29,6
2017-11-16 01,30,965
2017-11-16 01,31,127
2017-11-16 01,32,8
2017-11-16 01,33,14
2017-11-16 02,1,368
2017-11-16 02,2,699
2017-11-16 02,3,55
2017-11-16 02,4,91
2017-11-16 02,5,203
2017-11-16 02,6,231
2017-11-16 02,7,62
2017-11-16 02,8,161
2017-11-16 02,9,144
2017-11-16 02,10,5
2017-11-16 02,11,219
2017-11-16 02,12,278
2017-11-16 02,13,14
2017-11-16 02,14,16
2017-11-16 02,15,12
2017-11-16 02,16,7
2017-11-16 02,17,285
2017-11-16 02,18,414
2017-11-16 02,19,227
2017-11-16 02,20,20
2017-11-16 02,21,463
2017-11-16 02,22,5
2017-11-16 02,23,345
2017-11-16 02,24,3
2017-11-16 02,25,370
2017-11-16 02,26,11
2017-11-16 02,27,13
2017-11-16 02,28,99
2017-11-16 02,29,3
2017-11-16 02,30,640
2017-11-16 02,31,61
2017-11-16 02,32,1
2017-11-16 02,33,8
2017-11-16 03,1,315
2017-11-16 03,2,706
2017-11-16 03,3,54
2017-11-16 03,4,100
2017-11-16 03,5,232
2017-11-16 03,6,289
2017-11-16 03,7,93
2017-11-16 03,8,139
2017-11-16 03,9,184
2017-11-16 03,10,10
2017-11-16 03,11,194
2017-11-16 03,12,255
2017-11-16 03,13,19
2017-11-16 03,14,12
2017-11-16 03,15,13
2017-11-16 03,16,8
2017-11-16 03,17,121
2017-11-16 03,18,348
2017-11-16 03,19,264
2017-11-16 03,20,14
2017-11-16 03,21,454
2017-11-16 03,22,6
2017-11-16 03,23,349
2017-11-16 03,24,5
2017-11-16 03,25,358
2017-11-16 03,26,6
2017-11-16 03,27,14
2017-11-16 03,28,62
2017-11-16 03,29,8
2017-11-16 03,30,814
2017-11-16 03,31,51
2017-11-16 03,33,12
2017-11-16 04,1,281
2017-11-16 04,2,832
2017-11-16 04,3,54
2017-11-16 04,4,80
2017-11-16 04,5,227
2017-11-16 04,6,285
2017-11-16 04,7,83
2017-11-16 04,8,197
2017-11-16 04,9,200
2017-11-16 04,10,18
2017-11-16 04,11,236
2017-11-16 04,12,230
2017-11-16 04,13,19
2017-11-16 04,14,11
2017-11-16 04,15,16
2017-11-16 04,16,8
2017-11-16 04,17,115
2017-11-16 04,18,349
2017-11-16 04,19,345
2017-11-16 04,20,14
2017-11-16 04,21,459
2017-11-16 04,22,6
2017-11-16 04,23,384
2017-11-16 04,24,5
2017-11-16 04,25,423
2017-11-16 04,26,10
2017-11-16 04,27,12
2017-11-16 04,28,76
2017-11-16 04,29,19
2017-11-16 04,30,683
2017-11-16 04,31,42
2017-11-16 04,33,10
2017-11-16 05,1,313
2017-11-16 05,2,726
2017-11-16 05,3,61
2017-11-16 05,4,78
2017-11-16 05,5,246
2017-11-16 05,6,262
2017-11-16 05,7,87
2017-11-16 05,8,84
2017-11-16 05,9,123
2017-11-16 05,10,40
2017-11-16 05,11,275
2017-11-16 05,12,87
2017-11-16 05,13,18
2017-11-16 05,14,20
2017-11-16 05,15,14
2017-11-16 05,16,9
2017-11-16 05,17,100
2017-11-16 05,18,357
2017-11-16 05,19,177
2017-11-16 05,20,21
2017-11-16 05,21,376
2017-11-16 05,22,6
2017-11-16 05,23,431
2017-11-16 05,24,9
2017-11-16 05,25,395
2017-11-16 05,26,32
2017-11-16 05,27,29
2017-11-16 05,28,85
2017-11-16 05,29,42
2017-11-16 05,30,493
2017-11-16 05,31,39
2017-11-16 05,32,5
2017-11-16 05,33,13
2017-11-16 06,1,291
2017-11-16 06,2,561
2017-11-16 06,3,165
2017-11-16 06,4,104
2017-11-16 06,5,262
2017-11-16 06,6,226
2017-11-16 06,7,87
2017-11-16 06,8,469
2017-11-16 06,9,150
2017-11-16 06,10,195
2017-11-16 06,11,406
2017-11-16 06,12,540
2017-11-16 06,13,62
2017-11-16 06,14,86
2017-11-16 06,15,58
2017-11-16 06,16,53
2017-11-16 06,17,297
2017-11-16 06,18,479
2017-11-16 06,19,211
2017-11-16 06,20,46
2017-11-16 06,21,210
2017-11-16 06,22,14
2017-11-16 06,23,433
2017-11-16 06,24,66
2017-11-16 06,25,219
2017-11-16 06,26,71
2017-11-16 06,27,63
2017-11-16 06,28,143
2017-11-16 06,29,239
2017-11-16 06,30,485
2017-11-16 06,31,166
2017-11-16 06,32,60
2017-11-16 06,33,36
2017-11-16 07,1,616
2017-11-16 07,2,721
2017-11-16 07,3,860
2017-11-16 07,4,259
2017-11-16 07,5,563
2017-11-16 07,6,618
2017-11-16 07,7,278
2017-11-16 07,8,2425
2017-11-16 07,9,250
2017-11-16 07,10,1383
2017-11-16 07,11,850
2017-11-16 07,12,2516
2017-11-16 07,13,392
2017-11-16 07,14,425
2017-11-16 07,15,341
2017-11-16 07,16,409
2017-11-16 07,17,724
2017-11-16 07,18,829
2017-11-16 07,19,696
2017-11-16 07,20,284
2017-11-16 07,21,355
2017-11-16 07,22,300
2017-11-16 07,23,699
2017-11-16 07,24,578
2017-11-16 07,25,399
2017-11-16 07,26,398
2017-11-16 07,27,365
2017-11-16 07,28,460
2017-11-16 07,29,1634
2017-11-16 07,30,873
2017-11-16 07,31,862
2017-11-16 07,32,256
2017-11-16 07,33,310
2017-11-16 08,1,754
2017-11-16 08,2,560
2017-11-16 08,3,1347
2017-11-16 08,4,671
2017-11-16 08,5,632
2017-11-16 08,6,943
2017-11-16 08,7,287
2017-11-16 08,8,3661
2017-11-16 08,9,235
2017-11-16 08,10,2070
2017-11-16 08,11,471
2017-11-16 08,12,3774
2017-11-16 08,13,440
2017-11-16 08,14,599
2017-11-16 08,15,413
2017-11-16 08,16,559
2017-11-16 08,17,999
2017-11-16 08,18,1114
2017-11-16 08,19,575
2017-11-16 08,20,1364
2017-11-16 08,21,953
2017-11-16 08,22,339
2017-11-16 08,23,217
2017-11-16 08,24,719
2017-11-16 08,25,879
2017-11-16 08,26,525
2017-11-16 08,27,411
2017-11-16 08,28,872
2017-11-16 08,29,2450
2017-11-16 08,30,1044
2017-11-16 08,31,1166
2017-11-16 08,32,570
2017-11-16 08,33,279
2017-11-16 09,1,564
2017-11-16 09,2,671
2017-11-16 09,3,1308
2017-11-16 09,4,508
2017-11-16 09,5,539
2017-11-16 09,6,934
2017-11-16 09,7,228
2017-11-16 09,8,3313
2017-11-16 09,9,178
2017-11-16 09,10,1049
2017-11-16 09,11,552
2017-11-16 09,12,3508
2017-11-16 09,13,357
2017-11-16 09,14,941
2017-11-16 09,15,790
2017-11-16 09,16,843
2017-11-16 09,17,833
2017-11-16 09,18,1002
2017-11-16 09,19,531
2017-11-16 09,20,1594
2017-11-16 09,21,695
2017-11-16 09,22,637
2017-11-16 09,23,377
2017-11-16 09,24,1241
2017-11-16 09,25,918
2017-11-16 09,26,408
2017-11-16 09,27,858
2017-11-16 09,28,709
2017-11-16 09,29,1460
2017-11-16 09,30,1053
2017-11-16 09,31,1041
2017-11-16 09,32,459
